40000 29 515 
2784 14802 S 17
38743 33734 S 19
19043 37732 D 12
33278 8436 D 13
13676 19842 T 3
13353 32916 S 17
18588 19436 D 11
38931 4009 T 10
18810 1059 S 11
34792 39458 T 2
33542 6220 T 15
14655 8451 T 2
24644 26818 T 7
16085 37546 T 13
13333 16452 T 14
16812 5389 T 16
2799 4738 T 16
547 28399 S 6
30970 8408 T 17
16858 29928 S 12
13097 9222 S 11
6768 33717 S 5
6520 11451 S 6
13192 35394 D 7
36483 21180 D 14
5931 10412 S 2
18819 8375 T 12
34655 25533 T 3
34754 22082 D 6
12150 9840 D 9
17642 3039 S 1
34784 13656 T 14
31187 13106 T 16
23517 15764 T 6
24139 21948 S 8
7480 20595 D 7
2676 8882 T 12
15073 10782 T 9
13820 28197 D 19
38204 23073 S 2
32531 24516 S 2
280 2283 D 3
24230 1800 S 8
22394 11512 S 12
20394 19455 D 9
30236 26091 D 5
10640 783 T 3
23855 5230 S 14
26097 10148 S 9
12430 32573 T 13
34372 39410 T 10
7274 421 T 8
19875 30784 D 17
13226 368 S 11
1150 15877 D 5
17458 23644 D 1
30143 15580 D 19
4504 33426 D 2
29188 9359 S 3
6132 2881 D 5
33664 36314 T 15
36681 2983 D 2
15211 12517 D 12
32512 9630 D 14
21561 22503 S 16
15928 9866 D 5
15576 33280 S 9
36160 14757 T 6
11071 180 T 7
39514 9225 S 7
18093 17470 S 13
27099 36317 S 2
18819 7540 T 1
13757 16011 T 3
5642 26844 T 7
1600 11455 S 2
7986 10095 D 18
15671 15057 T 13
32526 15023 T 7
11340 23032 T 8
26924 12059 T 5
28069 6525 T 17
29720 33755 D 10
5209 12543 S 18
18989 9817 T 18
21225 31973 T 1
6995 18196 T 11
1228 7062 D 5
19120 15155 D 14
21679 11546 D 8
5300 21816 T 11
30710 32113 S 11
1929 37099 D 5
25423 21835 D 19
30 15682 S 12
19095 4650 D 7
19805 10941 D 19
22486 31705 T 10
9872 1005 D 14
33117 11050 T 6
8148 10987 S 8
32821 506 T 10
12539 25794 D 19
30444 12570 T 6
23510 20654 D 16
8710 13666 T 17
11022 17478 D 10
28527 25792 D 15
33131 2786 T 3
39643 5288 S 10
31081 38316 D 5
10885 22714 D 10
3367 32557 S 5
2574 15926 T 19
33403 6171 S 17
28315 9619 D 1
8756 37904 D 12
3191 11604 T 9
9919 13448 D 2
32513 36621 T 13
25529 33695 S 17
9620 27669 T 14
30191 15782 S 16
21752 36258 D 19
34161 36400 S 1
8003 8540 T 4
18339 32824 T 19
25796 32030 D 17
25724 94 T 12
24114 37476 S 8
13257 16019 T 5
12276 21813 T 5
18212 9829 S 8
18368 17168 S 17
6343 20968 S 3
12997 39696 D 12
36141 39241 S 1
36716 21482 S 1
37500 12773 S 17
34586 12255 T 7
22083 38110 S 13
15277 21256 T 19
2224 26474 S 6
22521 9924 S 16
9164 37057 S 16
18538 18878 S 12
31651 2590 T 10
11196 23782 S 3
21891 16154 D 16
37410 16293 T 10
39118 21600 S 7
31523 14199 S 4
11256 28267 T 4
7144 7821 T 18
6762 13401 T 4
33534 2173 T 12
14678 30372 S 1
3016 13138 T 12
34737 8331 T 6
22529 20419 D 11
8685 18915 D 17
23087 11166 D 7
20918 17762 D 10
16286 4449 D 12
34820 24226 D 17
37363 36529 D 1
4859 20088 D 1
506 27060 D 6
2326 33803 T 12
1320 17750 T 5
35512 4826 T 18
9274 15618 D 2
39843 31218 D 8
27746 34597 D 4
14684 29421 S 1
12832 33864 S 14
24018 27506 D 10
5256 1238 T 1
6063 36964 T 1
12581 37083 T 1
28300 10410 T 7
5006 24340 D 13
13760 14045 D 5
4261 1014 T 5
28519 31373 S 4
32610 13891 D 18
10854 28863 D 16
22297 22490 T 16
29251 30892 D 9
11583 17047 D 4
27443 37876 D 11
35241 2736 S 7
34109 22651 D 9
32893 33833 S 18
19047 24804 T 5
3646 12092 T 12
39336 27633 D 10
1031 33799 D 10
28027 37248 T 17
39983 29212 D 5
11862 13615 D 5
3799 31606 D 8
12761 24736 D 10
33179 28828 T 14
16460 29157 D 16
22955 32395 S 14
29642 18841 T 14
4404 33977 S 6
3943 33579 D 4
21536 18574 T 18
39661 7475 S 6
32654 16355 S 16
1863 21488 S 14
10234 21620 D 10
36812 22749 T 7
16725 2269 D 6
32199 23906 D 18
38832 4401 T 16
11875 15082 S 6
27788 9388 D 7
27227 25651 S 15
3622 2968 D 1
25716 15889 T 19
14509 4536 S 7
28441 33275 T 11
37675 24821 S 2
36254 6150 S 3
15537 13126 T 7
35128 20861 D 15
20180 26614 D 17
2503 29885 T 6
34420 9553 T 19
2827 36861 D 17
18033 21303 S 19
27452 5886 T 12
15363 1074 T 8
18287 35031 S 8
21644 1123 D 2
27359 38103 D 15
7655 10282 D 14
7142 36528 T 5
17830 39143 S 8
1381 23196 S 18
24269 35781 T 6
27163 29174 D 6
26648 38085 D 8
36187 15868 S 9
26149 29476 D 17
26003 7064 S 19
6206 39684 S 11
19231 35495 T 2
31275 617 T 10
26142 36130 S 1
30566 1953 D 14
17820 15282 D 1
1109 30322 S 1
37385 37481 D 5
33517 18168 S 14
10014 20912 T 5
17880 7708 T 14
189 36022 S 13
37974 32661 D 2
4294 802 S 17
27476 2426 S 19
36259 5215 T 5
19735 25034 D 6
2297 4175 S 3
11882 3463 D 3
35836 26416 D 15
19076 13034 D 11
13835 11123 S 9
9901 6691 S 4
8258 3675 D 5
25060 23861 T 13
28035 37830 S 10
37645 20786 T 5
7201 3865 D 15
16898 18651 T 17
29774 23824 T 17
26866 7267 T 10
7294 30820 S 6
14680 22613 T 5
20442 16297 S 2
33434 32727 D 18
36592 24262 S 13
2913 21962 T 18
2137 18023 T 4
21641 30894 T 2
21713 28999 T 10
11611 26403 T 11
2700 19848 T 17
12574 10759 D 15
31372 12732 T 4
34693 4986 S 7
19360 8383 T 10
35628 39012 T 14
28010 36628 D 13
23031 30949 T 8
7148 27217 D 8
34327 7684 T 9
20415 26003 S 14
30989 32358 S 9
37093 26824 T 9
22187 23042 D 11
16021 5551 T 19
32851 26895 D 18
14111 28402 S 9
36085 26717 T 14
12720 3172 T 14
35529 25303 T 19
12126 7163 S 1
30204 20808 D 6
26358 3380 S 10
26626 15462 D 6
3863 20685 T 11
7402 32363 T 12
35534 26165 D 3
11467 19642 S 11
23156 38079 S 4
18886 11467 S 6
11198 13913 D 4
25726 25416 T 6
6101 33140 S 19
25502 27742 D 10
13906 39209 D 6
18850 17540 T 14
11971 15921 S 13
27387 24002 D 4
34266 2309 D 17
24076 24021 T 13
17160 24523 D 7
8616 19058 S 14
14618 13906 T 4
31445 5910 S 15
18182 36244 T 6
16598 15777 D 14
18085 33262 D 9
17283 25841 D 7
10363 17772 S 16
33182 6207 S 13
16464 38445 S 12
706 22146 S 4
14742 1945 T 10
17721 21311 D 13
14573 22111 S 2
7951 12060 D 4
26183 12455 D 13
15013 24197 T 2
18993 10188 T 4
28686 10707 T 11
9004 15745 D 15
33407 29669 D 17
11779 38605 S 2
7016 18833 D 8
31287 17093 S 12
37641 21484 T 13
31671 33511 D 13
570 23973 S 5
39717 14898 T 17
4567 36936 D 1
35540 33638 D 8
12470 12228 S 18
25673 33722 T 1
15205 36885 D 18
30396 25333 S 16
9305 68 D 13
11318 18592 D 2
15528 32301 T 4
25938 10062 S 7
18641 38430 T 13
32151 37625 D 10
34510 20275 S 7
5608 23219 D 12
23287 38165 D 9
16756 15132 D 13
7432 28122 S 5
34535 9675 D 2
4456 19347 T 15
13323 1465 D 8
18092 39948 T 3
23167 30364 D 2
28528 11598 S 5
26729 598 D 15
28719 29971 S 6
39645 4712 D 7
24058 10268 D 19
8085 30072 S 2
30020 23356 D 5
10071 1187 T 1
9137 9749 S 14
10346 30503 T 15
20474 2961 S 13
7672 7801 T 3
18069 10330 T 14
402 19729 T 4
3084 14905 D 8
12443 15947 T 1
22047 4690 T 7
35192 36524 D 7
39484 39180 D 6
6980 1760 D 11
8441 13401 D 10
33130 8935 S 4
23839 35571 S 11
7869 6527 D 6
11216 28007 D 15
20882 39169 S 15
38348 39614 S 13
37725 11811 T 5
21564 19686 D 19
28621 6973 D 7
38895 5680 T 7
12206 12008 S 8
14 4392 T 3
3560 33660 S 16
29626 14187 S 5
22350 15719 S 13
35405 37578 D 6
902 14917 S 4
20596 23335 S 9
35342 28645 S 13
33036 27811 S 10
21470 2918 T 8
13456 27493 D 9
3212 17367 T 5
14944 3729 S 7
18646 37234 D 10
20568 3959 T 7
28955 30024 D 4
14186 12921 S 18
12190 2492 S 7
29985 30602 T 5
7969 2927 S 6
6655 36210 D 18
29795 36157 S 6
36467 34694 T 8
21070 26590 T 11
35863 11403 S 16
10246 26716 D 3
17317 555 T 14
3481 6995 D 12
39556 28713 T 11
21221 1735 D 1
32780 15039 S 15
37981 39575 T 16
7329 29069 S 7
12136 28295 T 15
28849 36636 D 15
39983 4693 D 6
33405 26953 T 18
25039 17656 T 8
29047 24475 D 19
24049 26178 T 4
11599 19114 D 6
7408 15810 S 2
8797 13331 T 6
18023 23751 D 5
7055 26260 S 3
3916 3771 S 16
28246 19690 T 9
5868 33560 S 1
12673 1677 S 3
13838 39793 T 11
13123 33976 S 15
14078 32433 T 9
15044 14032 T 15
17802 1248 S 19
20938 20963 S 9
10874 7419 S 19
9095 27228 D 19
27020 1722 T 11
35697 29681 T 13
18465 15618 T 17
29649 22242 D 3
23490 13443 T 2
30757 17245 S 15
24663 17260 T 7
4487 17859 T 5
19580 11309 T 10
989 1046 D 10
16664 34067 T 19
16309 18132 D 4
31574 12667 T 2
29911 24510 D 19
1769 1841 T 18
16051 10426 T 12
21734 11169 S 5
8566 10420 D 5
4486 7840 T 15
25972 30710 D 8
3376 10222 S 4
31083 9243 S 6
7435 1597 D 13
8374 18626 S 8
26146 8132 S 3
18551 411 D 6
8251 4184 D 11
31246 6181 T 10
16402 29753 D 19
38995 21174 S 5
19123 24848 S 10
3474 30788 T 5
38920 15839 S 12
16249 36974 D 9
37509 22448 T 3
24980 4950 S 16
34702 3985 S 9
21511 34608 T 9
15807 11799 S 15
2586 34786 S 4
10624 22284 T 6
19257 37592 S 13
16391 8203 D 19
13152 25245 T 3
25582 37023 S 16
27982 23433 D 11
35231 24907 T 12
16045 17374 S 14
39658 36407 T 4
30350 6671 S 2
11225 30254 T 11
11850 36268 T 11
33291 19183 D 19
38967 1301 T 4
22560 37184 D 12
14557 13093 T 2
5851 27867 S 19
30889 10566 T 8
819 106 S 8
32725 7771 T 19
23305 7325 T 17
4977 17754 T 9
14937 30240 D 11
39684 7762 S 9
31980 18594 D 2
25512 37377 T 7
33834 523 D 6
8293 1801 D 19
5477 5267 D 19
23021 12096 S 2
2335 24127 T 6
28240 9269 D 1
24214 1989 D 15
35718 20769 S 19
21291 31404 T 18
29556 17738 T 18
23004 13159 D 7
25254 3473 S 6
23951 13190 T 2
22458 26214 T 5
28203 24551 D 14
5319 5154 D 18
36558 18635 S 2
36372 11835 D 12
24994 22981 T 11
22805 11139 T 10
24328 12849 T 14
35415 36762 S 14
21312 15260 D 4
20414 13709 D 9
32343 3895 D 11
15729 13283 S 6
32615 15247 T 3
26385 34211 D 2
3412 22878 T 10
19639 9065 D 13
24325 22681 S 15
32741 18930 S 18
22824 10198 D 14
23481 7293 D 2
18891 39298 D 5
29861 35447 T 8
18324 11595 D 2
17012 3594 D 5
26274 8251 S 10
27181 16836 D 1
27033 6950 D 6
10594 534 D 18
39831 39881 S 11
31679 32505 D 13
452 4114 D 11
4059 28636 T 8
36886 10278 T 7
27113 2498 D 15
5799 31681 S 1
28566 29377 T 17
25609 26043 T 7
14900 26457 T 2
30570 24308 D 3
9295 666 T 16
10943 19713 S 4
18563 9723 D 5
37755 14968 T 16
696 32037 D 19
18080 21859 S 7
8315 23582 T 1
4241 30197 D 10
30862 3880 D 13
19945 39015 S 12
8737 30168 D 4
1488 9028 S 7
1064 232 T 4
22090 24780 S 14
4713 5857 S 8
36053 8209 T 16
8440 34905 D 12
33919 6686 S 4
33206 35165 S 2
4192 31014 D 2
31245 14417 D 4
35549 14630 S 18
20487 22082 D 14
26642 24404 S 13
15660 17577 D 14
20615 35763 S 15
30927 10436 D 7
1449 34442 S 4
5211 2881 S 3
17511 38820 S 7
17253 35640 S 11
16396 7043 S 12
20972 7848 S 10
3610 6570 T 18
17005 16620 S 18
11061 8137 D 16
7369 6227 D 3
5046 7104 S 10
39095 26466 S 8
29860 14223 D 19
22071 5529 S 12
12099 20524 T 2
33495 24332 T 6
32468 11404 T 19
17630 26911 D 8
30366 36646 S 13
19463 23868 S 3
34443 8846 D 9
14374 25272 T 3
2148 4167 T 6
28499 19482 D 19
27237 10079 T 5
33341 27277 T 4
20274 21569 D 16
1789 10818 D 19
19663 21913 S 10
7185 3990 D 5
4509 32434 D 11
8267 30578 S 5
37008 12886 D 2
162 13318 D 11
31239 16273 D 8
27091 25578 D 11
7491 34703 T 12
35044 14001 S 9
6434 10738 D 11
37667 31938 S 12
4823 39629 T 2
9298 28129 T 3
4402 38291 T 18
23868 15522 T 9
6576 28089 D 1
2089 4501 S 6
15239 26433 S 14
14722 22481 D 14
18461 21655 D 7
6136 39000 D 14
37290 14560 S 14
26433 22031 T 14
6471 33010 D 4
37511 35798 T 5
18582 29358 S 13
8191 18639 S 19
36646 26428 S 7
21779 31759 D 3
6318 37104 S 1
15486 30851 T 14
23860 16737 T 6
8887 299 S 9
26009 1531 T 5
16521 26320 D 12
9100 20666 T 6
12424 11022 S 13
8125 31930 T 1
22780 26304 T 1
3040 28785 T 10
25436 238 D 12
38120 12868 D 16
35539 8250 S 18
28915 29160 S 11
181 27221 T 19
19150 13328 S 5
35983 26538 D 14
11674 14687 T 6
14925 39397 S 7
12264 3249 S 3
11499 4546 D 16
30057 29715 D 3
16935 36292 D 1
5971 12217 D 17
35106 28338 S 2
39377 4626 S 19
374 8792 T 9
8392 4084 D 2
4981 18285 D 8
4351 165 T 16
36456 12871 D 10
21439 787 D 1
25477 38057 D 11
39034 23563 D 18
32354 15552 T 8
15987 21537 S 14
39821 22697 T 6
19213 33980 S 1
3202 28232 T 4
25370 15177 T 18
13234 24507 S 1
4422 23906 T 9
35810 16420 S 12
37956 3563 S 9
22611 1469 D 6
31800 12811 S 11
1042 31938 T 9
3466 20824 T 1
1683 25659 D 7
5916 29695 D 19
6114 29454 T 2
29368 38987 D 19
36807 29201 D 14
2011 27644 S 6
15933 39599 T 14
20423 15776 D 12
37786 14118 D 19
3812 20141 D 7
5946 15298 T 9
10636 4896 D 6
34096 13795 D 3
37791 12359 D 9
11958 10381 S 9
22509 21922 D 4
36039 28099 T 10
4591 22125 S 17
33774 12826 D 14
17721 38547 D 15
8694 36956 S 9
9314 28839 S 3
35571 9679 S 1
27952 17189 S 1
5287 11423 S 12
33547 22671 S 1
31848 11670 T 1
10217 25341 S 8
22296 11064 S 4
36254 38302 D 3
4332 15585 D 8
29126 979 S 6
12401 29168 S 7
8191 10110 D 8
18132 3109 D 1
28449 16396 T 18
27459 18057 T 15
16358 639 D 14
16224 18142 T 3
19120 21948 T 10
7468 25809 T 5
35918 16142 T 12
19250 21652 S 10
38048 35060 S 8
13116 9849 T 7
6839 10161 T 17
28302 12190 S 15
30490 9930 T 6
35738 21815 T 5
34308 25660 T 2
3664 33507 D 14
28567 25104 D 12
31304 18193 S 4
24705 30373 S 12
38915 38669 T 14
8598 4774 S 15
26588 37325 S 11
19336 27101 T 16
16959 1115 D 9
26218 33685 D 15
8229 27417 D 1
14142 29569 T 10
28238 15421 T 19
16546 22522 D 15
19846 18919 D 18
2371 7535 T 15
8649 32296 D 5
22332 21116 D 5
4884 20751 S 7
10320 25784 S 12
37556 27242 D 17
6115 18320 S 7
33590 33964 D 13
37850 32728 S 12
21375 32846 S 13
13961 2804 S 16
19906 17760 S 7
39895 19004 S 14
2598 2284 D 18
16955 25136 T 14
19099 5220 T 12
34299 18144 T 13
10989 13863 S 16
13018 9997 S 4
24108 30717 T 9
6072 33688 T 9
35971 29355 D 6
14490 37460 D 18
2679 22677 T 15
821 19387 D 16
33249 24732 T 14
31080 33254 T 18
20322 7744 S 8
37783 9698 D 5
35404 37850 D 16
35309 19204 T 15
38232 35776 D 3
15162 33019 D 15
17750 322 T 16
29927 35624 S 7
3367 4966 S 2
11015 20757 T 2
14958 26989 T 4
2544 5200 D 8
975 28622 D 5
21641 3391 T 2
3712 17334 T 10
12957 10347 D 3
11664 33228 S 8
10337 37783 S 5
21123 1758 T 1
6957 29219 T 18
17841 20618 S 6
24008 26724 S 4
4057 25201 T 18
31899 14296 D 15
3876 32569 T 6
26703 11687 D 6
9797 24120 D 5
13339 12281 S 6
29251 30510 T 1
13585 7640 S 15
29192 7740 S 6
18388 13399 S 14
5967 3596 D 15
11635 25034 S 15
5506 28334 T 5
36966 8274 S 11
35135 22440 D 16
30079 29506 S 11
33597 13719 S 8
23469 14069 S 16
17664 23423 T 2
4809 15299 S 15
39984 37967 T 12
2592 28234 D 9
7025 18990 T 17
4847 25510 T 15
35580 5789 T 12
19857 1024 D 1
20799 19640 S 13
31290 26602 D 10
20920 14132 S 16
38717 4089 T 12
19430 20386 S 5
2247 8272 S 13
14060 25849 T 3
23224 14410 D 11
30401 3662 S 14
26615 10955 D 3
21438 26591 D 1
27031 8633 S 8
25371 17793 T 8
22416 38862 S 1
21062 35019 S 5
5781 10883 S 7
10897 23343 T 11
34297 16240 T 6
39182 32441 D 2
37425 7190 T 7
21334 5168 D 6
382 32206 T 6
23576 23318 T 8
30552 26739 T 13
10081 32463 S 18
8702 355 S 9
29147 37759 T 5
1300 12176 D 2
17343 8833 D 6
1038 15659 D 18
35328 21246 D 3
4336 28561 S 12
21023 22637 T 12
22991 20663 T 9
18421 17110 S 15
29285 29833 T 2
38665 17788 S 9
29799 16221 S 7
33819 23690 S 5
12250 38332 S 6
20968 13122 S 9
33784 2362 T 10
19472 32914 D 17
19098 23332 T 16
37471 25142 D 16
37714 23537 S 5
7226 19751 D 1
18082 27663 T 11
37136 17502 S 16
19864 37214 D 15
30128 20455 T 12
138 5233 T 13
26726 29857 T 1
13393 29975 D 17
9725 31064 D 9
15078 34600 D 10
12102 11623 T 13
5188 31662 S 13
8468 21148 D 12
22732 16934 T 4
3142 16496 D 3
6470 35274 T 16
26337 19006 S 11
13605 8968 S 12
16942 5812 S 10
37473 38024 D 17
15524 7391 D 3
24324 6164 S 3
22659 27015 D 3
18640 26559 S 10
5564 27435 T 6
36402 12718 T 18
18529 15248 T 18
9623 1970 S 13
9360 21893 S 9
24408 12872 S 16
39886 14202 T 5
37113 23276 T 4
7062 22592 S 15
35309 23070 D 17
38317 37684 D 7
36005 37187 S 13
15431 1893 T 4
14764 5602 D 6
16156 28505 T 11
8132 5728 T 8
24671 34139 T 15
13560 17221 D 19
14904 12709 S 10
9895 38306 S 17
36550 727 T 14
2680 21120 S 11
9624 4541 S 10
6620 749 T 13
34887 33364 S 7
10584 34139 S 16
3199 21894 S 1
16552 34426 T 16
35152 12634 T 18
33753 39430 T 6
323 37824 S 12
38572 35840 D 1
29203 38555 T 14
29045 3983 D 12
25876 7075 D 4
1501 32807 T 6
5440 32645 S 5
32074 32909 S 14
30732 5460 T 5
37651 26625 D 8
21531 13718 S 10
17700 37320 S 12
4394 37209 T 14
30015 10585 T 11
3229 15140 D 18
8048 18975 D 11
24434 16091 D 6
39067 39896 T 4
9965 20983 D 19
18302 19398 T 12
16606 22648 D 3
33232 9246 D 5
20737 18480 T 15
37454 4866 T 5
17308 4700 T 16
947 38314 S 18
19296 13550 D 12
32947 18869 D 17
37868 30639 T 1
39884 5 T 18
18485 1079 D 1
5944 22375 T 18
27074 30850 T 8
25515 25651 S 10
39201 30210 S 16
5431 8105 T 18
38743 3278 S 4
39634 3714 D 15
4792 17707 D 18
81 24584 D 16
11785 26315 S 6
8318 3162 T 4
29723 33571 D 16
1675 26770 S 3
26399 21903 S 5
21968 7345 S 4
25051 30909 S 8
15492 24185 S 14
6851 12868 T 19
12381 12092 D 16
5662 11405 S 12
34526 28410 D 13
6664 35851 D 7
3196 3810 D 13
34719 9236 T 6
33420 11070 S 7
23937 3821 S 9
15913 27179 S 6
34935 32027 D 13
16788 22070 T 18
14272 6396 S 9
6558 20175 T 12
29410 849 D 12
11919 30731 T 14
30903 23945 D 19
7475 26943 T 4
15321 2706 S 10
21127 27660 D 7
30408 20342 S 15
516 337 S 11
1185 35132 T 2
22214 17614 S 14
37910 33833 T 11
20775 1023 D 15
80 25069 T 18
12729 36463 T 13
16804 18524 S 6
15212 27395 T 8
18878 5407 T 16
23020 27512 D 10
17696 23194 S 7
20569 19514 T 1
934 11821 T 13
8283 14809 D 12
29684 5952 S 13
29698 38705 T 9
4111 32548 S 11
16411 12930 S 8
36123 16131 S 12
35644 16194 D 13
28014 31896 T 3
3056 12444 T 16
14747 16490 T 3
11547 37034 D 18
25934 15390 T 3
28319 36253 S 6
12383 21728 T 16
34274 23878 D 3
15773 36602 T 3
9045 32668 T 2
9157 30958 D 6
27991 33959 D 6
9348 28202 S 2
20806 5421 S 14
23500 4997 D 6
25226 23929 T 2
20531 11346 T 3
4013 20446 D 1
11403 27009 D 15
20967 15639 S 13
3840 18640 D 1
20412 31845 S 17
33193 806 D 3
24734 7151 S 10
18496 28297 D 19
8742 29964 T 6
16973 11308 T 11
26946 14614 S 7
33254 1639 S 6
29835 18668 T 4
19473 21020 D 19
28170 9917 D 6
38213 26068 T 11
16032 6609 T 6
14268 24748 T 19
39361 8250 S 17
6241 36481 D 16
15149 5614 D 12
22985 5955 D 9
15872 33705 S 2
16124 25104 D 4
31713 26248 D 12
10995 1508 T 12
6109 28245 S 6
24726 31007 S 1
32973 16581 D 7
18888 18729 S 2
8785 26690 S 12
11794 7992 S 9
34239 27628 S 2
29135 2085 D 4
30330 3965 S 14
31324 5071 T 13
18004 34829 D 4
9909 12771 S 3
35812 25898 S 9
33889 6071 T 3
33698 2355 T 16
4439 38005 D 5
38321 14723 T 9
19794 13805 D 10
4986 3247 T 11
12369 15391 T 17
1288 26243 D 4
32313 8654 D 18
7360 2072 D 17
76 8677 T 13
23400 1796 S 12
11952 34682 T 11
34280 21083 T 12
36473 21769 T 9
4363 19668 S 2
24673 1647 T 7
3718 16934 S 15
25610 32156 T 3
33951 15636 D 2
10317 34949 D 5
16031 11021 T 5
29141 18775 D 12
34794 28606 D 10
26605 5565 S 14
18850 37089 T 14
29244 18063 D 13
33698 7428 D 8
38729 991 S 1
12012 5262 S 8
24036 22932 T 14
11537 17535 T 19
19451 27906 D 13
24994 4337 T 3
22399 8930 S 2
12709 8287 D 13
9278 10479 T 10
15740 2513 T 8
25444 2502 T 7
20037 35011 S 1
22916 5343 D 19
9679 36897 T 6
2178 1336 S 18
5975 10040 D 10
20518 5222 D 13
7734 739 S 13
39593 43 T 9
31406 7036 D 6
12378 13253 S 13
6501 33431 D 7
31118 4063 D 19
14103 38942 D 1
4163 30642 T 11
27733 12316 T 16
8710 16987 T 19
24023 18771 S 18
28376 33017 T 17
26447 14347 T 14
18410 16173 T 19
15114 12406 T 7
3048 3415 S 10
12082 21650 T 1
38636 17760 T 18
36530 35341 D 13
28357 15625 T 17
26323 12390 S 11
24914 32430 T 6
4835 6134 T 16
5900 35880 S 9
13881 9468 D 2
23579 19678 T 15
15019 32343 T 2
4319 13849 D 12
26238 32304 T 9
24733 14375 T 8
20508 15886 S 7
11765 25165 T 16
30985 35865 D 7
11894 15094 D 14
7436 28740 T 9
2588 30224 D 7
18879 19526 S 6
33901 209 D 4
16094 23329 S 17
4846 30611 T 11
22827 719 T 4
15812 37767 D 15
26506 33678 T 2
20253 15506 S 11
35031 10598 D 9
10806 32270 S 3
11950 29561 D 19
16524 17316 T 16
14386 15720 T 2
13486 4758 D 10
34787 26556 D 10
2061 39705 T 10
6654 13263 D 7
1884 22064 T 8
11624 8170 T 6
21837 32307 S 16
8026 10622 D 15
11731 25271 T 14
11826 39640 S 13
39344 32078 T 9
5340 29701 D 11
8116 13219 D 12
21388 739 T 5
29397 24438 T 19
35060 11272 S 2
36542 25842 D 4
25481 31215 D 5
23293 18636 D 10
4688 39682 T 15
12900 9614 D 9
6704 29484 D 1
13922 18716 T 4
29988 1511 D 19
23704 18133 S 9
9347 35259 T 2
10246 6586 D 17
2619 6181 D 6
12146 12983 T 1
38818 29076 S 7
4143 1174 S 6
2684 22897 T 14
1029 33666 D 8
25276 11336 T 15
17921 9692 S 5
12224 30895 D 2
229 34917 S 8
23992 14516 S 5
15689 22559 S 3
1807 28330 S 3
21995 22087 S 14
33422 37983 D 17
7674 5949 T 13
33195 20640 D 10
15556 36537 T 19
7404 33309 D 16
12219 35351 T 3
20032 24334 T 13
6420 15477 T 11
13459 1142 D 4
3443 35767 S 3
12758 27052 S 6
23588 7936 T 13
37596 37298 S 12
29001 37307 D 11
21640 29755 T 13
1583 9409 S 4
10550 28139 S 7
20257 22609 D 10
9660 26096 T 13
34031 30944 D 14
28242 23730 S 15
17388 14334 T 4
440 30034 T 4
39442 395 S 18
24885 2292 D 19
24900 23667 D 8
9762 4889 T 10
35832 30156 D 3
10237 22264 S 5
32949 16643 T 13
3028 39146 D 13
35892 5176 S 7
7467 25499 D 9
5518 9480 D 1
10720 32842 D 14
22997 36247 T 1
18510 17345 S 14
30339 36565 T 18
35710 32958 T 15
34485 33704 T 12
15554 23701 S 17
29532 2999 S 3
32192 4476 T 8
722 22832 T 2
36529 18335 T 12
14899 24590 D 16
13899 1476 D 17
31531 39991 D 19
23691 26408 T 9
25758 17208 S 16
18035 5681 S 14
28512 30615 D 9
8949 14084 D 1
35025 17547 D 6
15375 22069 T 1
22059 9397 D 3
32156 31200 T 6
8407 14203 T 5
19883 18056 S 5
5022 28593 T 12
39028 27100 S 13
998 17677 D 5
39745 2040 T 13
7788 22673 D 10
13872 28283 T 6
2485 6423 T 10
20830 39325 S 7
27917 2305 D 1
29404 23043 S 10
719 9379 S 12
7770 11809 T 16
30834 35225 D 3
23507 29708 S 7
32482 17462 T 8
16786 20876 S 19
19533 28036 D 15
11078 38049 T 19
3779 27870 D 9
36030 19931 D 1
11507 38956 D 14
25016 310 S 6
14124 14767 T 5
31994 22672 T 5
10708 9016 S 16
3416 5206 S 1
33075 31246 S 4
7528 2198 D 16
1154 32942 S 18
29604 20456 S 5
31574 23528 S 3
2552 12005 S 14
17372 8258 D 16
13464 14031 D 19
1629 39427 S 3
1625 37017 T 6
26310 23995 D 18
4451 18018 D 15
1546 36034 D 5
8038 7388 T 4
11997 37805 T 7
11836 23234 D 1
22660 13047 T 16
6415 36216 T 19
20211 5062 S 17
23080 13684 T 1
9717 25683 S 1
29422 31483 S 6
29287 34767 S 11
18000 7931 T 15
20977 26260 D 5
18827 4708 T 4
6121 17808 T 16
27843 26141 D 16
8175 27952 S 17
15786 3883 S 11
38650 18594 D 5
26524 13483 D 17
36094 34955 D 10
39662 415 T 5
14574 19413 S 7
1905 34213 T 10
18517 7991 D 18
8226 3039 S 5
17984 38272 T 11
8106 29887 T 15
24841 25011 T 17
25425 18482 S 15
34247 10672 D 4
4885 35093 T 16
39435 10255 D 5
9645 6132 D 13
755 27113 S 6
16999 25903 T 1
10913 17583 S 7
36065 2030 T 4
12702 24156 S 19
19248 29042 T 15
35649 447 T 15
6578 33579 D 14
17043 10464 T 11
36366 14656 S 9
32239 7626 S 12
6008 18060 T 9
2215 34129 D 12
19523 15391 T 11
15837 19188 D 15
9119 2440 S 1
9255 31345 T 9
2352 1488 S 10
5466 34624 T 2
9035 26912 S 5
21041 8234 T 11
19976 25556 T 5
1096 21603 S 17
20394 29732 D 14
17428 1983 D 19
3471 33574 S 1
28197 29964 S 16
16876 32348 D 16
36933 33892 S 5
15800 39618 D 17
21220 20001 D 16
